ATS_CODE	BORO	BORONUM	LOC_CODE	SCHOOLNAME	SCH_TYPE	MANAGED_BY	GEO_DISTRI	ADMIN_DIST	ADDRESS	STATE_CODE	ZIP	PRINCIPAL	PRIN_PH	FAX	GRADES	City
30Q235 	Q	4.0	Q235	ACADEMY FOR NEW AMERICANS	Junior High-Intermediate-Middle	1.0	30	30.0	30-14 30 STREET	NY	11102	CARMEN RIVERA	718-932-5876	718-932-5990	06,07,08	QUEENS
25Q237 	Q	4.0	Q237	I.S. 237	Junior High-Intermediate-Middle	1.0	25	25.0	46-21 COLDEN STREET	NY	11355	JUDITH FRIEDMAN	718-353-6464	718-460-6427	06,07,08,SE	QUEENS
29Q238 	Q	4.0	Q238	I.S. 238 SUSAN B ANTHONY	Junior High-Intermediate-Middle	1.0	29	29.0	88-15 182 STREET	NY	11423	JOSEPH GATES	718-297-9821	718-658-5288	06,07,08,SE	QUEENS
24Q239 	Q	4.0	Q239	P.S. 239	Elementary	1.0	24	24.0	17-15 WEIRFIELD STREET	NY	11385	ROBIN CONNOLLY	718-381-4009	718-381-0592	PK,0K,01,02,03,04,05,SE	QUEENS
25Q242 	Q	4.0	Q242	P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOO	Elementary	1.0	25	25.0	29-66 137 STREET	NY	11354	PATRICIA COSTA	718-445-2902	718-939-7751	0K,01,02,03,SE	QUEENS
29Q248 	Q	4.0	Q248	QUEENS PREPARATORY ACADEMY	High school	1.0	29	29.0	143-10 SPRINGFIELD BOULEVARD	NY	11413	TASHON HAYWOOD	718-712-2304	718-712-3273	09,10,11,12,SE	QUEENS
25Q250 	Q	4.0	Q250	I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SC	Junior High-Intermediate-Middle	1.0	25	25.0	158-40 76 ROAD	NY	11366	MARC ROSENBERG	718-591-9000	718-591-2340	06,07,08,SE	QUEENS
29Q251 	Q	4.0	Q251	P.S. 251 QUEENS	Elementary	1.0	29	29.0	144-51 ARTHUR STREET	NY	11413	EDNA LONCKE	718-276-2745	718-723-7822	0K,01,02,03,SE	QUEENS
25Q252 	Q	4.0	Q252	QUEENS SCHOOL OF INQUIRY, THE	Secondary School	1.0	25	25.0	158-40 76 ROAD	NY	11366	Meredith Rosenblatt	718-380-6929	718-380-6809	06,07,08,09,10,11,SE	QUEENS
27Q253 	Q	4.0	Q253	P.S. 253	Elementary	1.0	27	27.0	1307 CENTRAL AVENUE	NY	11691	ROBIN JOHNSON	718-327-0895	718-327-3964	PK,0K,01,02,03,04,05,SE	QUEENS
27Q254 	Q	4.0	Q254	P.S. 254	Elementary	1.0	27	27.0	84-40 101 STREET	NY	11418	NAOMI DROUILLARD	718-846-1840	718-846-7404	PK,0K,01,02,03,04,05,SE	QUEENS
75Q255 	Q	4.0	Q255	P.S. Q255	K-12 all grades	1.0	25	75.0	158-40 76 ROAD	NY	11366	RICHARD MAROWITZ	718-380-1247	718-380-2295	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE	QUEENS
29Q259 	Q	4.0	Q259	PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA	Secondary School	1.0	29	29.0	109-89 204 STREET	NY	11412	KIMBERLY MITCHELL	718-454-4957	718-454-4892	06,07,08,09,10,11,12,SE	QUEENS
27Q260 	Q	4.0	Q260	FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL	High school	1.0	27	27.0	8-21 BAY 25 STREET	NY	11691	LINDA ALFRED	718-471-2154	718-471-2890	09,10,11,12,SE	QUEENS
27Q262 	Q	4.0	Q262	CHANNEL VIEW SCHOOL FOR RESEARCH	Secondary School	1.0	27	27.0	100-00 BEACH CHANNEL DRIVE	NY	11694	Patricia J. Tubridy	718-634-1970	718-634-2896	06,07,08,09,10,11,12,SE	QUEENS
25Q263 	Q	4.0	Q263	FLUSHING INTERNATIONAL HIGH SCHOOL	High school	1.0	25	25.0	144-80 BARCLAY AVENUE	NY	11355	JOSEPH LUFT	718-463-2348	718-463-3514	09,10,11,12,SE	QUEENS
24Q264 	Q	4.0	Q264	ACADEMY OF FINANCE AND  ENTERPRISE	High school	1.0	24	24.0	30-20 THOMSON AVENUE	NY	11101	GILBERTO VEGA	718-389-3623	718-389-3724	09,10,11,12,SE	QUEENS
29Q265 	Q	4.0	Q265	EXCELSIOR PREPARATORY HIGH SCHOOL	High school	1.0	29	29.0	143-10 SPRINGFIELD BOULEVARD	NY	11413	Lilly Lucas	718-525-6507	718-525-6276	09,10,11,12,SE	QUEENS
26Q266 	Q	4.0	Q266	P.S. / I.S. 266	K-8	1.0	26	26.0	74-10 COMMONWEALTH BOULEVARD	NY	11426	NICOLE SCOTT	718-479-3920	718-479-2482	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
24Q267 	Q	4.0	Q267	HIGH SCHOOL OF APPLIED COMMUNICATION	High school	1.0	24	24.0	30-20 THOMSON AVENUE	NY	11101	DANIEL KORB	718-389-3163	718-389-3427	09,10,11,12,SE	QUEENS
29Q268 	Q	4.0	Q268	P.S. 268	K-8	1.0	29	29.0	92-07 175 STREET	NY	11433	Lissa Grant-Stewart	718-206-3240	718-206-2938	0K,01,02,03,04,05,06,07,08,SE	QUEENS
29Q270 	Q	4.0	Q270	P.S. / I.S. Q270	K-8	1.0	29	29.0	233-15 MERRICK BOULEVARD	NY	11422	Eleanor S. Andrew	718-341-8280	718-341-5589	0K,01,02,03,04,05,06,07,08,SE	QUEENS
29Q272 	Q	4.0	Q272	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	High school	1.0	29	29.0	143-10 SPRINGFIELD BOULEVARD	NY	11413	Dr. Janice M. Sutton	718-525-6439	718-525-6482	09,10,11,12,SE	QUEENS
25Q281 	Q	4.0	Q281	EAST-WEST SCHOOL OF INTERNATIONAL STUDIES	Secondary School	1.0	25	25.0	46-21 COLDEN STREET	NY	11355	Ben Sherman	718-353-0009	718-353-3772	06,07,08,09,10,11,12,SE	QUEENS
27Q282 	Q	4.0	Q282	KNOWLEDGE AND POWER PREPARATORY ACADEMY VI	Junior High-Intermediate-Middle	1.0	27	27.0	8-21 BAY 25 STREET	NY	11691	Gary Dumornay	718-471-6934	718-471-6938	06,07,08,SE	QUEENS
29Q283 	Q	4.0	Q283	PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S	Secondary School	1.0	29	29.0	143-10 SPRINGFIELD BOULEVARD	NY	11413	CHARLES ANDERSON	718-949-8405	718-525-8495	06,07,08,09,10,11,12,SE	QUEENS
25Q285 	Q	4.0	Q285	WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO	Secondary School	1.0	25	25.0	34-65 192 STREET	NY	11358	CYNTHIA SCHNEIDER	718-461-2219	718-461-2633	06,07,08,09,10,11,12,SE	QUEENS
30Q286 	Q	4.0	Q286	YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA	Junior High-Intermediate-Middle	1.0	30	30.0	23-15 NEWTOWN AVENUE	NY	11102	LAURA A MITCHELL	718-267-2839	718-728-0218	06,07,08,09,10,SE	QUEENS
24Q293 	Q	4.0	Q293	CIVIC LEADERSHIP ACADEMY	High school	1.0	24	24.0	45-10 94TH STREET	NY	11373	PHUONG NGUYEN	718-271-1487	718-271-3408	09,10,11,SE	QUEENS
25Q294 	Q	4.0	Q294	BELL ACADEMY	Junior High-Intermediate-Middle	1.0	25	25.0	18-25 212 STREET	NY	11360	CHERYL HATZIDIMITRIOU	718-428-0587	718-428-0237	06,07,08,SE	QUEENS
29Q295 	Q	4.0	Q295	P.S./I.S. 295	K-8	1.0	29	29.0	222-14 JAMAICA AVE	NY	11428	ANGELA THOMPSON	718-464-1433	NULL	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
30Q301 	Q	4.0	Q301	ACADEMY FOR CAREERS IN TELEVISION AND FILM	High school	1.0	30	30.0	36-41 28 STREET	NY	11106	MARK DUNETZ	718-472-0536	718-472-0490	09,10,11,SE	QUEENS
27Q302 	Q	4.0	Q302	QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND	High school	1.0	27	27.0	8-21 BAY 25 STREET	NY	11691	MICHELE WILLIAMS	718-868-2978	718-868-1653	09,10,11,SE	QUEENS
28Q303 	Q	4.0	Q303	THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS	Early Childhood	1.0	28	28.0	108-55 69 AVENUE	NY	11375	BARBARA LETO	718-459-1358	NULL	PK,0K,01,02,SE	QUEENS
84Q304	Q	4.0	Q304	VOICE CHARTER SCHOOL OF NEW YORK	Early Childhood	2.0	30	84.0	37-15 13 STREET	NY	11101	Frank Headley	718-786-6213	646-537-1703	0K,01,02,03,SE	QUEENS
27Q306 	Q	4.0	Q306	NEW YORK CITY ACADEMY FOR DISCOVERY	Early Childhood	1.0	27	27.0	95-16 89TH AVENUE	NY	11421	JENNIFER FLANDRO	718-441-2165	718-441-5923	PK,0K,01,02,03,SE	QUEENS
27Q308 	Q	4.0	Q308	ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ART	High school	1.0	27	27.0	138-30 LAFAYETTE STREET	NY	11417	Joseph Birgeles	718-848-8357	718-848-8579	09,10,11,SE	QUEENS
27Q309 	Q	4.0	Q309	ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH	Secondary School	1.0	27	27.0	8-21 BAY 25 STREET	NY	11691	JOSE MERCED	718-471-3571	718-471-0314	06,07,08,09,10,11,SE	QUEENS
28Q310 	Q	4.0	Q310	QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL	High school	1.0	28	28.0	167-01 GOTHIC DRIVE	NY	11432	Jaime Anne Dubei	718-658-4016	718-658-5149	06,09,10,11,SE	JAMAICA
27Q323 	Q	4.0	Q323	SCHOLARS' ACADEMY	Secondary School	1.0	27	27.0	320 BEACH 104TH STREET	NY	11694	Brian O'Connell	718-474-6918	718-945-8958	06,07,08,09,10,11,12	QUEENS
27Q333 	Q	4.0	Q333	GOLDIE MAPLE ACADEMY	K-8	1.0	27	27.0	3-65 BEACH 56 STREET	NY	11692	ANGELA LOGAN	718-945-3300	718-945-3303	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
27Q400 	Q	4.0	Q400	AUGUST MARTIN HIGH SCHOOL	High school	1.0	27	27.0	156-10 BAISLEY BOULEVARD	NY	11434	ANTHONY CROMER	718-528-2920	718-276-1846	09,10,11,12,SE	QUEENS
27Q410 	Q	4.0	Q410	BEACH CHANNEL HIGH SCHOOL	High school	1.0	27	27.0	100-00 BEACH CHANNEL DRIVE	NY	11694	DAVID MORRIS	718-945-6900	718-474-7682	09,10,11,12,SE	QUEENS
26Q415 	Q	4.0	Q415	BENJAMIN N. CARDOZO HIGH SCHOOL	High school	1.0	26	26.0	57-00 223RD STREET	NY	11364	GERALD MARTORI	718-279-6500	718-631-7880	09,10,11,12,SE	QUEENS
25Q425 	Q	4.0	Q425	JOHN BOWNE HIGH SCHOOL	High school	1.0	25	25.0	63-25 MAIN STREET	NY	11367	HOWARD KWAIT	718-263-1919	718-575-4069	09,10,11,12,SE	QUEENS
26Q430 	Q	4.0	Q430	FRANCIS LEWIS HIGH SCHOOL	High school	1.0	26	26.0	58-20 UTOPIA PARKWAY	NY	11365	Musa Ali Shama	718-281-8200	718-746-2017	09,10,11,12,SE	QUEENS
26Q435 	Q	4.0	Q435	MARTIN VAN BUREN HIGH SCHOOL	High school	1.0	26	26.0	230-17 HILLSIDE AVENUE	NY	11427	MARILYN SHEVELL	718-776-4728	718-217-6287	09,10,11,12,SE	QUEENS
28Q440 	Q	4.0	Q440	FOREST HILLS HIGH SCHOOL	High school	1.0	28	28.0	67-01 110 STREET	NY	11375	SAUL GOOTNICK	718-268-3137	718-793-7850	09,10,11,12,SE	QUEENS
30Q445 	Q	4.0	Q445	WILLIAM CULLEN BRYANT HIGH SCHOOL	High school	1.0	30	30.0	48-10 31 AVENUE	NY	11103	Aaron M. Perez	718-721-5404	718-728-3478	09,10,11,12,SE	QUEENS
30Q450 	Q	4.0	Q450	LONG ISLAND CITY HIGH SCHOOL	High school	1.0	30	30.0	14-30 BROADWAY	NY	11106	Maria Mamo Vacacela	718-545-7095	718-545-2980	09,10,11,12,SE	QUEENS
24Q455 	Q	4.0	Q455	NEWTOWN HIGH SCHOOL	High school	1.0	24	24.0	48-01 90 STREET	NY	11373	JOHN FICALORA	718-595-8400	718-699-8584	09,10,11,12,SE	QUEENS
25Q460 	Q	4.0	Q460	FLUSHING HIGH SCHOOL	High school	1.0	25	25.0	35-01 UNION STREET	NY	11354	Carl Hudson	718-888-7500	718-886-4255	09,10,11,12,SE	QUEENS
28Q470 	Q	4.0	Q470	JAMAICA HIGH SCHOOL	High school	1.0	28	28.0	167-01 GOTHIC DRIVE	NY	11432	WALTER ACHAM	718-739-5942	718-739-4826	02,09,10,11,12,SE	JAMAICA
27Q475 	Q	4.0	Q475	RICHMOND HILL HIGH SCHOOL	High school	1.0	27	27.0	89-30 114 STREET	NY	11418	Ms. Frances DeSanctis	718-846-3335	718-847-0980	09,10,11,12,SE	QUEENS
27Q480 	Q	4.0	Q480	JOHN ADAMS HIGH SCHOOL	High school	1.0	27	27.0	101-01 ROCKAWAY BOULEVARD	NY	11417	GRACE ZWILLENBERG	718-322-0500	718-738-9077	09,10,11,12,SE	QUEENS
24Q485 	Q	4.0	Q485	GROVER CLEVELAND HIGH SCHOOL	High school	1.0	24	24.0	21-27 HIMROD STREET	NY	11385	DOMINICK SCAROLA	718-381-9600	718-417-8457	09,10,11,12,SE	QUEENS
29Q492 	Q	4.0	Q492	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	High school	1.0	29	29.0	207- 01 116TH  AVENUE	NY	11411	JOSE CRUZ	718-978-1837	718-978-2063	09,10,11,12,SE	QUEENS
29Q494 	Q	4.0	Q494	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	High school	1.0	29	29.0	207- 01 116TH  AVENUE	NY	11411	Donna Delfyett White	718-978-6432	718-978-6749	09,10,11,12,SE	QUEENS
26Q495 	Q	4.0	Q495	BAYSIDE HIGH SCHOOL	High school	1.0	26	26.0	32-24 CORP KENNEDY STREET	NY	11361	MICHAEL ATHY	718-229-7600	718-423-9566	09,10,11,12,SE	QUEENS
29Q496 	Q	4.0	Q496	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	High school	1.0	29	29.0	207- 01 116TH  AVENUE	NY	11411	HERMAN GUY	718-978-2807	718-978-3402	09,10,11,12,SE	QUEENS
29Q498 	Q	4.0	Q498	HUMANITIES & ARTS MAGNET HIGH SCHOOL	High school	1.0	29	29.0	207- 01 116TH  AVENUE	NY	11411	ROSEMARIE OMARD	718-978-2135	718-978-2309	09,10,11,12,SE	QUEENS
25Q499 	Q	4.0	Q499	THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TE	K-8	1.0	25	25.0	148-20 REEVES AVENUE	NY	11367	HELENE JACOB	718-461-7462	718-461-7244	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
30Q502 	Q	4.0	Q502	INFORMATION TECHNOLOGY HIGH SCHOOL	High school	1.0	30	30.0	21-16 44TH ROAD	NY	11101	Dr. Nancy E. Casella	718-937-4270	718-937-5236	09,10,11,12,SE	QUEENS
28Q505 	Q	4.0	Q505	HILLCREST HIGH SCHOOL	High school	1.0	28	28.0	160-05 HIGHLAND AVENUE	NY	11432	STEPHEN DUCH	718-658-5407	718-739-5137	09,10,11,12,SE	QUEENS
24Q520 	Q	4.0	Q520	MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY	High school	1.0	24	24.0	45-35 VAN DAM STREET	NY	11101	LINDA SIEGMUND	718-392-3330	718-392-3315	09,10,11,12,SE	QUEENS
25Q525 	Q	4.0	Q525	TOWNSEND HARRIS HIGH SCHOOL	High school	1.0	25	25.0	149-11 MELBOURNE AVENUE	NY	11367	Kenneth Bonamo	718-575-5580	718-575-1366	09,10,11,12	QUEENS
24Q530 	Q	4.0	Q530	INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C	High school	1.0	30	24.0	31-10 THOMSON AVENUE	NY	11101	LEE PAN	718-482-5455	718-392-6904	09,10,11,12	QUEENS
25Q540 	Q	4.0	Q540	QUEENS ACADEMY HIGH SCHOOL	High school	1.0	25	25.0	138-11 35 AVENUE	NY	11354	BEVERLY SHORT	718-463-3111	718-886-5015	10,11,12	QUEENS
24Q550 	Q	4.0	Q550	HIGH SCHOOL FOR ARTS AND BUSINESS	High school	1.0	24	24.0	105-25 HORACE HARDING EXPY N	NY	11368	ANA R. ZAMBRANO-BURAKOV	718-271-8383	718-271-7196	09,10,11,12,SE	QUEENS
30Q555 	Q	4.0	Q555	NEWCOMERS HIGH SCHOOL	High school	1.0	30	30.0	28-01 41 AVENUE	NY	11101	ORLANDO SARMIENTO	718-937-6005	718-937-6316	09,10,11,12	QUEENS
24Q560 	Q	4.0	Q560	ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN	Secondary School	1.0	24	24.0	47-07 30 PLACE	NY	11101	Ann Seifullah	718-472-5671	718-472-9117	07,08,09,10,11,12,SE	QUEENS
26Q566 	Q	4.0	Q566	QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND T	High school	1.0	26	26.0	74-20 COMMONWEALTH BLVD	NY	11426	ERIC CONTRERAS	718-736-7100	718-736-7125	09,10,11,12,SE	QUEENS
30Q575 	Q	4.0	Q575	ACADEMY OF AMERICAN STUDIES	High school	1.0	30	30.0	28-04 41 AVENUE	NY	11101	ELLEN SHERMAN	718-361-8786	718-361-8832	09,10,11,12,SE	QUEENS
30Q580 	Q	4.0	Q580	BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION	Secondary School	1.0	30	30.0	34-12 36 AVENUE	NY	11106	KELLY JOAN JOHNSON	718-361-5275	718-361-5395	07,08,09,10,11,12	QUEENS
24Q600 	Q	4.0	Q600	QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL	High school	1.0	24	24.0	37-02 47 AVENUE	NY	11101	Melissa Burg	718-937-3010	718-392-8397	09,10,11,12,SE	QUEENS
24Q610 	Q	4.0	Q610	AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL	High school	1.0	24	24.0	45-30 36 STREET	NY	11101	DENO CHARALAMBOUS	718-361-2032	718-784-8654	09,10,11,12,SE	QUEENS
28Q620 	Q	4.0	Q620	THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI	High school	1.0	28	28.0	165-65 84 AVENUE	NY	11432	ANTHONY D. BARBETTA	718-297-6580	718-658-0365	09,10,11,12,SE	QUEENS
27Q650 	Q	4.0	Q650	HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING A	High school	1.0	27	27.0	94-06 104TH STREET	NY	11416	Lakeisha Johnson	718-846-6280	718-846-6283	09,10,11,12,SE	QUEENS
25Q670 	Q	4.0	Q670	ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL	High school	1.0	25	25.0	75-40 PARSONS BOULEVARD	NY	11366	IRA PERNICK	718-969-5510	718-969-5524	09,10,11,12,SE	QUEENS
28Q687 	Q	4.0	Q687	QUEENS HIGH SCHOOL FOR THE SCIENCES AT  YORK COLLE	High school	1.0	28	28.0	94-50 159 STREET	NY	11433	JIE ZHANG	718-657-3181	718-657-2579	09,10,11,12	QUEENS
28Q690 	Q	4.0	Q690	HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY	High school	1.0	28	28.0	116-25 GUY R BREWER BOULEVARD	NY	11434	Diahann E. Malcolm	718-977-4800	718-977-4802	09,10,11,12,SE	QUEENS
84Q704	Q	4.0	Q704	MERRICK ACADEMY CHARTER SCHOOL	Elementary	2.0	29	84.0	207-01 JAMAICA AVENUE	NY	11428	Carolyn Thomas	718-479-3753	718-479-8108	0K,01,02,03,04,05,06	QUEENS
84Q705	Q	4.0	Q705	RENAISSANCE CHARTER SCHOOL, THE	K-12 all grades	2.0	30	84.0	35-59 81ST STREET	NY	11372	Stacey Gauthier	718-803-0060	718-803-3785	0K,01,02,03,04,05,06,07,08,09,10,11,12,SE	QUEENS
84Q706	Q	4.0	Q706	OUR WORLD NEIGHBORHOOD CHARTER	K-8	2.0	30	84.0	36-12 35 AVENUE	NY	11106	Brian Ferguson	718-392-3405	718-392-2840	0K,01,02,03,04,05,06,07,08	QUEENS
75Q721	Q	4.0	Q721	P.S. Q721 - QUEENS OCCUPATIONAL TRAINING CENTER	High school	1.0	24	75.0	57-12 94 STREET	NY	11373	BETH RUDOLPH	718-760-1083	718-760-1920	09,10,11,12,SE	QUEENS
24Q744 	Q	4.0	Q744	VOYAGES PREPARATORY	High school	1.0	24	24.0	45-10 94TH STREET	NY	11373	JOAN KLINGSBERG	718-271-7851	718-271-8549	09,10,11,12,SE	QUEENS
75Q752 	Q	4.0	Q752	QUEENS SCHOOL FOR CAREER DEVELOPMENT	High school	1.0	28	75.0	142-10 LINDEN BOULEVARD	NY	11436	FRITZY SANNON BROWN	718-322-3500	718-322-1306	09,10,11,12,SE	QUEENS
75Q811 	Q	4.0	Q811	P.S. Q811	K-12 all grades	1.0	26	75.0	61-25 MARATHON PARKWAY	NY	11362	PENNY RYAN	718-224-8060	718-224-5914	0K,01,02,03,04,05,06,07,08,09,10,11,12,SE	QUEENS
24Q877 	Q	4.0	Q877	51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE	Elementary	1.0	24	24.0	76-05 51 AVENUE	NY	11373	DIGNA ERSTEJN	718-429-5287	718-429-7344	04,05,SE	QUEENS
28Q896 	Q	4.0	Q896	YOUNG  WOMEN'S LEADERSHIP SCHOOL, QUEENS	Secondary School	1.0	28	28.0	150-91 87 ROAD	NY	11432	AVIONNE GUMBS	718-725-0402	718-725-0390	06,07,08,09,10,11,12	QUEENS
75Q993 	Q	4.0	Q993	P.S. Q993	K-12 all grades	1.0	26	75.0	85-15 258 STREET	NY	11001	JACQUELINE ZARETSKY	718-831-4040	718-831-4037	0K,01,02,03,04,05,06,07,08,09,10,11,12,SE	QUEENS
31R001 	R	5.0	R001	P.S. 001 TOTTENVILLE	Elementary	1.0	31	31.0	58 SUMMIT STREET	NY	10307	DIANE GORDIN	718-984-0960	718-984-3389	PK,0K,01,02,03,04,05,SE	STATEN ISLAND
31R002 	R	5.0	R002	I.S. R002 GEORGE L. EGBERT	Junior High-Intermediate-Middle	1.0	31	31.0	333 MIDLAND AVENUE	NY	10306	ADRIENNE STALLONE	718-987-5336	718-987-6937	06,07,08,SE	STATEN ISLAND
31R003 	R	5.0	R003	P.S. 003 THE MARGARET GIOIOSA SCHOOL	Elementary	1.0	31	31.0	80 SOUTH GOFF AVENUE	NY	10309	JUDITH WILSON	718-984-1021	718-984-3628	PK,0K,01,02,03,04,05,SE	STATEN ISLAND
31R004 	R	5.0	R004	P.S. 004 MAURICE WOLLIN	Elementary	1.0	31	31.0	200 NEDRA LANE	NY	10312	Mr. Marc A. Harris	718-984-1197	718-984-2324	PK,0K,01,02,03,04,05,SE	STATEN ISLAND
31R005 	R	5.0	R005	P.S. 005 HUGUENOT	Elementary	1.0	31	31.0	348 DEISIUS STREET	NY	10312	Lisa Arcuri	718-984-2233	718-984-4761	0K,01,02,03,04,05	STATEN ISLAND
31R006 	R	5.0	R006	P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL	Elementary	1.0	31	31.0	555 PAGE AVENUE	NY	10307	Cynthia Difolco	718-356-4789	718-356-8491	PK,0K,01,02,03,04,05,SE	STATEN ISLAND
31R007 	R	5.0	R007	I.S. 007 ELIAS BERNSTEIN	Junior High-Intermediate-Middle	1.0	31	31.0	1270 HUGUENOT AVENUE	NY	10312	Dr. Nora De Rosa-Karby	718-356-2314	718-967-0809	06,07,08,SE	STATEN ISLAND
31R008 	R	5.0	R008	P.S. 8 SHIRLEE SOLOMON	Elementary	1.0	31	31.0	112 LINDENWOOD ROAD	NY	10308	LISA ESPOSITO	718-356-2800	718-356-2065	PK,0K,01,02,03,04,05,SE	STATEN ISLAND
31R011 	R	5.0	R011	P.S. 11 THOMAS DONGAN SCHOOL	Elementary	1.0	31	31.0	50 JEFFERSON STREET	NY	10304	ERICA MATTERA	718-979-1030	718-979-0259	PK,0K,01,02,03,04,05,SE	STATEN ISLAND
31R013 	R	5.0	R013	P.S. 013 M. L. LINDENMEYER	Elementary	1.0	31	31.0	191 VERMONT AVENUE	NY	10305	PAUL MARTUCCIO	718-447-1462	718-447-8681	PK,0K,01,02,03,04,05,SE	STATEN ISLAND
31R014 	R	5.0	R014	P.S. 014 CORNELIUS VANDERBILT	Elementary	1.0	31	31.0	100 TOMPKINS AVENUE	NY	10304	NANCY HARGETT	718-727-0985	718-727-6351	PK,0K,01,02,03,04,05,SE	STATEN ISLAND
31R016 	R	5.0	R016	P.S. 016 JOHN J. DRISCOLL	Elementary	1.0	31	31.0	80 MONROE AVENUE	NY	10301	VINCENZA GALLASSIO	718-447-0124	718-447-5398	PK,0K,01,02,03,04,05,SE	STATEN ISLAND
31R018 	R	5.0	R018	P.S. 018 JOHN G. WHITTIER	Elementary	1.0	31	31.0	221 BROADWAY	NY	10310	Robert Rodriguez	718-442-0216	718-720-1558	PK,0K,01,02,03,04,05,SE	STATEN ISLAND
31R019 	R	5.0	R019	P.S. 019 THE CURTIS SCHOOL	Elementary	1.0	31	31.0	780 POST AVENUE	NY	10310	MARY PETRONE	718-442-3860	718-815-2862	0K,01,02,03,04,05,SE	STATEN ISLAND
31R020 	R	5.0	R020	P.S. 020 PORT RICHMOND	Elementary	1.0	31	31.0	161 PARK AVENUE	NY	10302	MARIE MUNOZ	718-442-4110	718-815-2228	0K,01,02,03,04,05,SE	STATEN ISLAND
31R021 	R	5.0	R021	P.S. 21 MARGARET EMERY-ELM PARK	Elementary	1.0	31	31.0	168 HOOKER PLACE	NY	10303	GINA MORENO	718-442-1520	718-815-3149	0K,01,02,03,04,05,SE	STATEN ISLAND
31R022 	R	5.0	R022	P.S. 022 GRANITEVILLE	Elementary	1.0	31	31.0	1860 FOREST AVENUE	NY	10303	MELISSA LAMB DONATH	718-442-2219	718-815-3104	PK,0K,01,02,03,04,05,SE	STATEN ISLAND
31R023 	R	5.0	R023	P.S. 023 RICHMONDTOWN	Elementary	1.0	31	31.0	30 NATICK STREET	NY	10306	Frank Campagna	718-351-1155	718-667-4958	PK,0K,01,02,03,04,05,SE	STATEN ISLAND
31R024 	R	5.0	R024	I.S. 024 MYRA S. BARNES	Junior High-Intermediate-Middle	1.0	31	31.0	225 CLEVELAND AVENUE	NY	10308	Lenny Santamaria	718-356-4200	718-356-5834	06,07,08,SE	STATEN ISLAND
75R025 	R	5.0	R025	SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25	K-12 all grades	1.0	31	75.0	6581 HYLAN BOULEVARD	NY	10309	JAMES MCKEON	718-984-1526	718-356-8905	01,02,03,04,05,06,07,08,09,10,11,12,SE	STATEN ISLAND
31R026 	R	5.0	R026	P.S. 026 THE CARTERET SCHOOL	Elementary	1.0	31	31.0	4108 VICTORY BOULEVARD	NY	10314	Laura Kump/JOANNE MECANE	718-698-1530	718-494-2907	0K,01,02,03,04,05,SE	STATEN ISLAND
31R027 	R	5.0	R027	I.S. 027 ANNING S. PRALL	Junior High-Intermediate-Middle	1.0	31	31.0	11 CLOVE LAKE PLACE	NY	10310	Tracey Kornish	718-981-8800	718-815-4677	06,07,08,SE	STATEN ISLAND
